department,group,course,date,rating,text,url,sentiment_score,sentiment_label
CS,STEM,CS 2100,Updated 5/14/24,3.67,"I took the class with absolutely no Java experience and it was an absolute nightmare for the first half of the semester. The class is extremely difficult initially if the only programming experience you have is CS 1110 or the equivalents, and I recommend studying with other students. It is possible to do well in the class even if you suck at the beginning of the semester, it just takes a lot of time and hard work. Morrison is an alright teacher, but she does not really teach the Java, and the tests have material that you will never have gone over in class or find in any of the lectures. It is a very interesting class, but definitely a butt kicker.",https://thecourseforum.com/course/14940/12013/,0.7612,Positive
CS,STEM,CS 2100,Updated 7/25/24,1.33,"This course isn't recommended unless absolutely necessary due to its lackluster execution. Despite the interesting and useful content, the lectures were vague and hard to interpret. The professor's use of numerous examples and analogies made in-person lectures challenging to understand. Skipping lectures and watching them at my own pace proved more productive.Assignments, while not terrible, required self-learning from slides and online resources. Homeworks offered an easy 100%, with extra credit for early submission. Labs, though not a great experience with dismissive teaching assistants, were a free 100% if completed promptly. Achieving perfect scores on assignments and labs is crucial, as quizzes, especially Part B, are challenging and demand knowledge of obscure details, resulting in average scores around 60%.",https://thecourseforum.com/course/14940/12013/,0.8936,Positive
CS,STEM,CS 2120,Updated 12/23/25,2.67,"Professor Elder is nice, but her lectures tend to be confusing. Sometimes it felt like she didn't know the material very well. It was her first semester at UVA so I imagine she is adjusting to the transition. There is weekly homework that is graded for accuracy and can be challenging. The tests are not very hard as long as you know the material and you get a cheat sheet front and back which is helpful. I found TA office hours extremely helpful for learning material and doing my homework. While our tests were never curved she said she would curve a test if it seemed necessary (our averages were always above 80%). I found the content interesting, but ended up teaching myself most of it or going to TA office hours to actually learn. Prof Elder is also pretty transparent about what material will be on the test if you ask. She was also very accommodating, letting me take my final early due to a conflict with the normal testing time.",https://thecourseforum.com/course/14941/14041/,0.9538,Positive
CS,STEM,CS 2120,Updated 5/07/25,2.33,"This class felt weirdly experimental the entire time. From only communicating on Discord (??) to making the final an oral exam (albeit technically optional), the professors' choices sometimes felt like a prank. The problem sets also got increasingly more annoying as the semester progressed -- by the end of the semester, we were expected to complete several very dense proofs that TAs couldn't really help with. It seemed like they weren't really allowed to check your work, so they could only offer vague conceptual advice on how to improve. On top of that, answer keys (published after the due date as study resources) were often riddled with errors or grammatical mistakes that sometimes made using them as study resources misleading.The lectures were also fairly confusing -- the professor's scratch work would be impossible to follow, and he would also make frequent mistakes that he'd have to rewind several steps to correct. In addition, the professor would also spend large amounts of time in some lectures explaining weird experimental course choices -- for example, explaining the final (optional in some cases) being an oral exam took twenty straight minutes. He also took time at the beginning of the semester to explain why the course discouraged ""studenting.""The class is very deceptively easy; the concepts are easy to understand, but they weren't taught clearly and proofs were graded quite harshly. The first two tests weren't very hard, but the last two really stretched the limits of writing proofs in a 50 minute time constraint. There was one assignment offered for extra credit, which was just writing some Python code, which is also the only time you actually code in this class.TLDR: Hopefully the professors can make this better in future iterations of the course, but this semester was convoluted and experimental",https://thecourseforum.com/course/14941/12477/,0.7912,Positive
CS,STEM,CS 2120,Updated 5/11/25,1.67,"If you can, avoid taking this class with Aidan and David Evans. The class was generally confusing in terms of material, concepts, and expectations. From what I heard with other DMT classes, there was different content taught with other professors and it wasn't as hard.There was a lack of communication, especially regarding the final exam which they barely provided information for until the last minute. Problems sets became increasingly hard, which is understandable since we explored more concepts, but the TAs and even the professors lacked actual guidance when asking questions related to the homework.The amount of time it took to grade homework, tests, and even receive responses was terrible. The main form of communication was discord, but even then, asking a question lacked a proper answer as you'd either receive some complicated concept or sarcastic response.",https://thecourseforum.com/course/14941/12477/,-0.9319,Negative
CS,STEM,CS 2120,Updated 5/13/25,3.0,"For me, this was definitely a challenging class. Even having had some experience with discrete math in high school, there was a lot of new content that we covered that could feel overwhelming at times. Not impossible though! I would recommend making good use of TA office hours, as usually they're really chill and super helpful with the weekly problem sets. Even if you know what you're doing, you should still go to OH to get work checked, as sometimes it felt like the graders took off points for no reason.Professor Aidan San was really friendly and helpful during his office hours. Lectures sometimes felt a little fast, but overall I can't complain.As for the tests, Test 1 was easy, and then the tests got progressively harder. For my class the final was an oral exam where you explain a proof in your own words. It was optional, so I don't know much more than that.#tCFS25",https://thecourseforum.com/course/14941/12477/,0.9331,Positive
CS,STEM,CS 2120,Updated 5/13/25,2.67,"I went into this class thinking not necessarily that it would be easy, but that it wouldn't be incredibly difficult as one of the first courses required for the CS degree. I was very wrong.It wasn't really the course material that was tough, rather it was the tests and homework. TAs could be pretty pedantic about notation and would dock 5 points out of your 20 point HWs pretty regularly. Camping office hours and looking for a specific TA was also pretty necessary to do well on the HWs, unless you were just already really good at the material. Tests would get increasingly hard but the test prep study sheet wouldn't help very much.Also, apparently, the Spring 2025 semester of this course was also very different from previous semesters, as previous semesters of this course had a mandatory written final, while this semester had an oral final. As someone who took the oral final, whether or not it bumped your grade was very dependent on which teacher tested you: David Evans or Aidan San. It was random which professor you got, and Aidan was much kinder and lenient compared to David.Teaching wise, Aidan really did his best to teach something that kind of seemed intuitive to him. His office hours don't really help much though, as they were mostly him asking you questions back.",https://thecourseforum.com/course/14941/12477/,0.9891,Positive
CS,STEM,CS 2120,Updated 9/08/25,1.67,"I agree with all of the other reviews already written here; I had heard reviews from other CS majors that discrete math was one of the easiest core courses in the curriculum, and it felt like the biggest lie as we progressed through this class.I believe this was due to those semesters having different instructors, because the instructors made this content sound more confusing than any other class I've taken at UVA. The primary communication happening through Discord was also odd, and I couldn't trust their provided proof solutions since they would inevitably find errors in it after a couple days of sharing it with students. I've somehow found CSO to be a more enjoyable class than this one was.I'll say David Evans and Aidan San were kind and well meaning individuals, but do avoid taking the class with these instructors if you can.",https://thecourseforum.com/course/14941/12477/,0.2614,Positive
CS,STEM,CS 2130,Updated 12/18/22,4.33,"This course was a very challenging, but very rewarding, exploration of computer architecture and low-level topics. The first third of the course, which is spent on circuits and boolean algebra and works up to 8-bit machine code, is definitely the hardest--to echo the other reviews, the Bit Fiddling homework (HW1) was probably the hardest assignment I've ever had in my life. The course does get a lot better after that, though. The second third of the course gets more into machine code and x86-64 assembly, and going in I never thought I'd leap at the chance to learn assembly, but you do after doing machine code for so long. The last third is all about C from top to bottom, from primitive types to arrays, pointers, and dynamic memory.The hardest homework was definitely Homework 1, and I also struggled with Homework 9 significantly. Labs often had an unpredictable difficulty, and many of the later ones required going to office hours to figure out. Professor Hott was exceedingly kind and very helpful in office hours (in-person and online). Though he experienced a series of personal tragedies this semester, I still found his handling of the course to be well-organized and even. He clearly enjoys the course material and teaching it, and is invested in making the course better in the future--he offered extra credit for completing the course evaluation and for giving a brief suggestion to improve the course on the final exam.Above all, I found that this course works together with DSA1 to help you figure out whether you enjoy high-level programming (OOP, program analysis) or low-level programming (assembly/C with great control but great responsibility) more. This course is definitely more difficult than DSA1, but I enjoyed this class way more, and I know I want to work in the parts of CS that use this material more. Hopefully, bumps in the road can be smoothed out for you in future semesters, and the course can be a better experience.Tips: use a Linux or Unix-based development environment for this class. For Mac users, this can be your built-in terminal, and for Windows users, you can do this with Windows Subsystem for Linux (WSL) without having to run a virtual machine. Using a Linux or Linux-based environment is far easier than trying to use something like Windows PowerShell, and is really what the course is about. When things go wrong, it's way faster to troubleshoot in Linux or related environments than in PowerShell. Also, definitely go to office hours, especially for Homework 1 and the later labs. This course is tough, but it is worth it. #tCFfall22",https://thecourseforum.com/course/14942/12014/,0.9983,Positive
CS,STEM,CS 2130,Updated 12/18/22,2.33,"Robbie Hott is a really great individual, and very flexible and understanding. He also persevered through this semester and helped students through personal circumstances. He is a great professor and I have no complaints for him specifically.That said, I have my complaints about the curriculum itself. To keep it short, labs consist of you getting vague instructions on how to get started, so you have to wait for a TA to help you out and half the time you may be able to complete a lab if you are an average CS student.Homeworks are independent, and extremely difficult. It is misleading when they say the course gets easier over time. In my own experience, this is not true because future material builds off previous material, so it is important to understand as you go through the year. In my honest opinion, homeworks should be group-based and cited, and exams should be graded less harshly to make the class less difficult.Also, TAs seem to be understaffed in this course specifically. Plan ahead when getting office hours or homework help.Of course, if you are really struggling Robbie will do his best to help you out if you work with him. Good luck",https://thecourseforum.com/course/14942/12014/,0.9705,Positive
CS,STEM,CS 2130,Updated 12/21/22,3.67,"Prof Hott is honestly the nicest, caring, really awesome and great professors ever. I'm super glad I took this course with him this semester. This course is hard; the concepts can be pretty difficult to grasp if maybe you're not familiar with them/just not good at circuits and what not like me. But with practice, it gets a lot easier. The grading is like 10% labs, 40% exams, 10% quizzes, 40% hws. Lab is great, you learn a lot there and practice a lot there. Exams are kind of just standard CS exams. Not that terrible but not that great. Prof Hott even gave double extra credit at the end of the semester. Our average was lower than previous years (around 74 or something vs 80s) The quizzes are online each week and are ok. They're focused on things we learned in lecture the previous week and the lowest one gets dropped which is good. Hw is not bad at all especially compared to DSA 2, but the last few hws get significantly harder. Overall, really liked this course with Prof. Hott and learned a lot",https://thecourseforum.com/course/14942/12014/,0.9889,Positive
CS,STEM,CS 2130,Updated 12/22/22,4.0,"Summary: I really liked Professor Hott as a person as well as the grading structure and format of the course, but did not like the material itself. It would be wise to set aside a decent amount of your week and weekend to succeed in this course.Instructor: Professor Hott is definitely one of the nicest/ kindest CS professors out there (in my opinion). He always responded to my emails promptly and was a very understanding person throughout the semester (especially when he had is own unfortunate set of circumstances). He structures his office hours around the times that his students are most available, which is really nice and helpful.Lectures: The lectures mostly covered what was needed to complete homework assignments, but they unfortunately didn't really feel that comprehensive (especially at the beginning of the course with gates and binary... The lectures felt like being taught 1 + 1 = 2 while the bit fiddling homework felt like being asked to solve a double integral with the divergence theorem). There was a bit too much time spent on reviewing quiz questions (I think it would've been a bit better to have a dedicated 15 minute video reviewing the Quiz questions so that there would be more time in lecture), and Prof. Hott almost always ran out of time at the end. For the most part, however, the lectures were sufficient enough to do what needed to be done outside of class. I spent most of my homework and lab time primarily just grinding out the solutions and figuring out what was wrong with my syntax or patching up logical holes. I didn't spend a lot of time on the readings or in Office Hours to complete the homework, but there were definitely times where they were helpful.Course Material: This class will definitely help you figure out whether you like low-level programming or not, unfortunately this course has fostered within me a deep, burning hatred for the C programming language. I do not wish for this occur to anyone, but I'd like to mention that the possibility of absolutely despising what is being taught to you isn't zero. It definitely is possible to succeed in this course even if your only motivation is to maintain a passing grade and meet deadlines. I'd suspect that actually finding the course fun (whether you are deluding yourself into or actually finding it enjoyable) would make CS 2130 significantly more bearable, however.Time Breakdown:No Exam Week: ~2-4 hours to complete homework, 0-2 hours to finish lab outside of lab time.Weekend Quizzes: ~1-2 hours to complete the quizzesExam Week: ~3-5 hours to fully study the material (skimming readings, old exams for practice), ~2-4 hours to finish homework.Your mileage may vary, but this is roughly how much time I spent on average per week on different assignments for this class. Definitely be ready to allocate more time to this course on the two exam weeks; it might just save your grade!Grading Structure: 40% Homework, 10% Lab, 40% Exam, 10% Quizzes. I found the grading percentages for this class to be incredibly forgiving, as there is more than enough time to complete homeworks and get 100's on them, the labs can be completed with a relatively minimal amount of time spent outside of the designated class time for a full checkoff, and the quizzes are simple enough to mostly get good grades on (especially with a quiz grade dropped, you can take the L on one of them and still have an excellent quiz average). If you do well on the homework, labs, and quizzes then you won't have to worry too much about excelling on the tests to pass (and the bar for getting an A is still well within reach). If you want an A in the class, then you'll definitely have to do well on everything. But if you are satisfied with a B or C, then you won't really need to worry even if you bomb an exam or two.Possible Sources of Bias: I'd like to be as transparent and unbiased as possible when reviewing a class, but there's always the chance that I am allowing my biases to affect my review of the course. Here's a list of things that might have affected my opinion for this class: I did not like the course material, I didn't properly read through all of the readings, some of the homeworks were very frustrating for no apparent reason (I wasted 10 hours of my time submitting my answer with a 'valid' form of output according to the homework page was wrong, I had to change to the other, actually valid form of output for my code to be considered right), and I received an A in the course. I can't think of anything else that could potentially affect my thoughts on this class.#tCFfall22",https://thecourseforum.com/course/14942/12014/,0.9974,Positive
CS,STEM,CS 2130,Updated 11/07/23,2.33,"Robbie is a very kind person and a decent lecturer, but he really expects a lot out of his students. I'd say he's fair over anything, but be prepared to rip your hair out at some of these assignments. And that final was ridiculous.",https://thecourseforum.com/course/14942/12014/,0.5262,Positive
CS,STEM,CS 2130,Updated 3/20/24,1.67,"Robbie is not a great person. He literally told me that he makes the deadline 11pm instead of 11:59pm because he is too fucking lazy to select 11:59pm on gradescope. For this reason, he WOULD not accept a fucking late assignment.This man does nothing but talk about his dead parents all day. He finds the dumbest things interesting and bases the whole fucking class around them.",https://thecourseforum.com/course/14942/12014/,-0.9097,Negative
CS,STEM,CS 2130,Updated 12/18/25,1.33,"If you can take it with literally anyone else, I would recommend it. The course content is manageable if you are really locked in and don't fall behind. Also, there is no curve, the averages on all of the tests were around a 60-70% and are 50% of your grade. It is very possible to do well in this class, but I would recommend taking it thinking it will be your hardest class and maybe not take any other crazy ones alongside it. Always make sure to do every single practice test to study for the midterms and final, the format is exactly the same but obviously the questions are different, but I think if you can get through the practice test with no help you will be fine.",https://thecourseforum.com/course/14942/12014/,0.4789,Positive
CS,STEM,CS 2130,Updated 1/05/26,4.33,"I really enjoyed this course. It teaches how computers work from the ground up, starting with electricity and transistors, moving through logic gates and components like multiplexers and adders, then into a simple ISA, x86-64 assembly, and finally C. The progression is very intentional and makes the material feel cohesive rather than fragmented.Some of the work is challenging, but it never feels repetitive or like busywork. Homework and labs directly reinforce the concepts and are more than sufficient preparation for exams. In fact, the course gets noticeably easier as it goes on, especially if you already know how to code. Early homeworks were by far the hardest and were often deeply conceptual, while later assignments were much more manageable and were more traditional coding assignments.The course has two midterms and a final, with past years’ exams posted on the course website. This makes it easy to gauge your preparedness and provides plenty of high-quality study material. With homework, labs, and past exams combined, I never felt unprepared and performed very well on the exams.Professor Hott is outstanding and is easily the best professor I’ve had in college so far. He’s very engaging and incredibly good at explaining difficult concepts clearly, which makes a huge difference in a class like this.That said, if you have little interest in how computers actually work, this course could feel tedious and overly difficult. I wouldn’t recommend taking it unless you need it or are genuinely interested in the topic, as it requires more consistent attention than many other CS courses.Overall, this was a very rewarding class. While the material is complex, it isn’t unfair, and I think it’s a reasonably easy A if you put in the effort to understand things conceptually.",https://thecourseforum.com/course/14942/12014/,0.9961,Positive
CS,STEM,CS 2130,Updated 12/16/25,5.0,"Professor Yi is very kind and knowledgeable, and she is also very accessible outside of office hours. She does have an accent, which may take some time to get used to, but her office hours are extremely helpful. Additionally, Profesor Yi posts detailed, annotated notes after each lecture that clearly explain the material, which I frequently use when studying. Overall, she is a great professor who wants her students to succeed.The course can be challenging but interesting. There is homework and a quiz every week. Homework often takes several hours to complete (especially the first assignment), so I recommend starting early and going to TA office hours if needed (gets busy near deadlines, up to an hour wait). There is also an option to extend homework deadlines by two days by submitting a form one day in advance with valid reasoning. The readings are helpful and serve as good references.Note: I took this course in Fall 2025, but it wasn't an option when creating this review.",https://thecourseforum.com/course/14942/14040/,0.9893,Positive
CS,STEM,CS 2130,Updated 12/16/25,4.67,"I took this course in Fall of 2025 and I found this course to be difficult but enjoyable under Professor Yi's teaching. She is a recently graduated PhD student but is very knowledgable in the CSO field and her research is also related to this course! One piece of advice I would recommend is to always go to office hours! They are extremely useful, in general any questions that you may have could be answered and the concepts taught in class could be clarified. ONE note is that the CSO curriculum is just rushed (how Professor Hott designed it) so a lot of information will be just breezed by and it WILL still appear on the exam so do take note of it and make sure to have everything clarified and understood before the exam. Overall, I think Professor Yi is an fabulous professor and would love to take a class with her again!",https://thecourseforum.com/course/14942/14040/,0.9796,Positive
CS,STEM,CS 2130,Updated 2/03/26,2.33,"Professor Yi is very nice, but she has a thick accent so it's hard to follow along in lecture. She sometimes would be a bit confused by lecture content, and overall her lectures were worse than Hott's. I recommend just going to Hott's or watching his recordings. Outside lecture, she's super kind and helpful. She posts annotated versions of her slides after class, and if you go to her in office hours she's much more put together and usually is prepared to address mistakes/misunderstandings from the lecture. Overall, it doesn't make much difference between her and Hott (you can go to the other person's lectures). It was her first semester teaching overall, so she might have improved by the time others take this.(Took in F25, but could only list as S26)",https://thecourseforum.com/course/14942/14040/,0.954,Positive
CS,STEM,CS 2910,Updated 12/18/23,2.0,This class is required for your first semester as a TA for the CS Department. You have the option of attending a 1 hour lecture once a week or completing the modules asynchronously which have a quiz attached. Definitely recommend the former as the quizzes are weirdly unintuitive. The lecture itself is pretty much common sense and is deathly dull but you don't have to do the quizzes if you go.,https://thecourseforum.com/course/12350/4709/,0.3071,Positive
CS,STEM,CS 2910,Updated 5/14/24,3.0,This class is required for every CS TA's first semester to help make them a better TA. It was co-taught by Professor Basit and Professor Morrison. It starts about a month into the semester and each meet you can either go to a weekly meeting or do some asynchronous work. The content is relatively dry but there is some interesting stuff that you'll learn. I would recommend going to the lectures as it gets you out of a final essay.#tCFS24,https://thecourseforum.com/course/12350/4709/,0.8625,Positive
CS,STEM,CS 3100,Updated 11/07/22,4.33,"Incredible professor. The class was definitely tough and time consuming, but Floryan really tries his best to make the content understandable. I didn't agree with the grading scale because it was a little harsh, but I really enjoyed the course.",https://thecourseforum.com/course/15226/4710/,0.8229,Positive
